,gender,age,job
149,0,0,3
150,0,0,3
151,0,0,3
152,0,0,3
153,0,0,3
154,0,3,2
155,0,3,2
156,0,3,2
157,0,3,2
158,0,3,2
159,0,3,2
160,0,1,4
161,0,1,4
162,0,1,4
163,0,1,4
164,0,1,4
165,0,0,4
166,1,2,4
167,1,2,4
168,1,2,4
169,0,3,4
170,0,3,4
171,0,2,4
172,0,2,4
173,0,2,4
174,0,2,4
175,0,2,4
176,0,2,4
177,0,2,4
178,0,2,4
179,0,2,4
180,0,1,4
181,0,1,4
182,0,1,4
183,0,1,4
184,0,3,4
185,0,2,4
186,0,2,2
187,1,3,4
188,1,3,4
189,1,3,4
190,1,3,4
191,1,3,4
192,1,3,4
193,1,3,4
194,1,3,4
195,1,2,6
196,0,2,1
197,0,2,1
198,0,2,1
199,1,3,2
200,1,3,2
201,1,3,2
202,1,3,2
203,1,3,2
204,1,3,2
205,1,0,7
206,1,0,7
207,0,0,4
208,0,0,4
209,0,0,4
210,0,0,4
211,0,0,4
212,0,0,4
213,0,2,6
214,0,2,6
215,0,2,6
216,0,2,6
217,0,2,1
218,0,2,1
219,0,2,1
220,0,3,2
221,0,3,2
222,0,3,2
223,0,3,2
224,0,3,2
225,0,1,4
226,0,1,4
227,0,0,4
228,0,0,4
229,0,0,9
230,0,0,9
231,0,1,1
232,0,1,1
233,1,1,4
234,1,1,4
235,1,1,4
236,1,0,0
237,0,2,3
238,0,2,3
239,0,2,3
240,0,2,3
241,1,2,0
242,1,2,0
243,1,2,7
244,1,2,7
245,1,2,7
246,1,2,7
247,1,0,7
248,1,0,7
249,1,0,3
250,1,0,3
251,0,2,7
252,1,2,2
253,1,2,2
254,0,0,3
255,0,0,3
256,0,0,3
257,0,0,3
258,0,0,3
259,0,1,3
260,0,2,0
261,0,1,4
262,1,3,2
263,1,3,2
264,1,3,2
265,0,2,7
266,1,0,3
267,0,1,4
268,0,1,4
269,1,1,3
270,1,1,3
271,1,1,3
272,1,1,3
273,1,1,3
274,0,0,3
275,0,0,3
276,0,0,3
277,0,0,3
278,0,0,3
279,0,1,3
280,0,1,3
281,0,1,3
282,0,1,3
283,0,1,3
284,0,1,3
285,0,1,3
286,0,1,3
287,0,3,4
288,0,3,2
289,0,3,2
290,0,3,2
291,0,3,2
292,0,0,4
293,0,0,4
294,0,2,4
295,0,0,4
296,0,2,2
297,0,2,2
298,0,3,7
299,0,3,7
300,0,2,3
301,0,2,3
302,0,2,3
303,0,2,3
304,0,2,3
305,0,2,3
306,1,1,4
307,1,1,4
308,1,1,4
309,1,1,4
310,1,1,4
311,0,1,4
312,0,1,4
313,0,0,4
314,0,1,2
315,0,1,2
316,1,0,4
317,1,0,4
318,1,0,4
319,1,0,4
320,1,0,4
321,1,1,4
322,1,1,4
323,1,1,4
324,1,1,4
325,1,1,4
326,1,1,4
327,0,0,4
328,0,0,4
329,0,2,4
330,0,2,4
331,0,2,4
332,0,2,4
333,0,2,4
334,0,2,7
335,0,2,7
336,0,0,4
337,0,0,4
338,0,0,4
339,0,0,4
340,0,0,4
341,0,3,7
342,1,1,4
343,1,1,4
344,0,0,4
345,0,0,4
346,0,0,4
347,0,0,4
348,0,0,4
349,0,0,4
350,0,3,2
351,0,1,3
352,0,1,3
353,0,2,2
354,1,0,4
355,0,1,7
356,0,1,4
357,0,1,4
358,0,1,4
359,0,1,4
360,0,1,4
361,1,2,2
362,1,2,2
363,1,2,2
364,0,1,4
365,0,1,4
366,0,1,4
367,0,1,4
368,0,1,4
369,0,1,4
370,0,1,4
371,0,1,4
372,0,1,4
373,0,1,4
374,1,0,4
375,1,0,4
376,1,0,4
377,1,1,7
378,0,3,7
379,0,3,7
380,0,3,7
381,0,1,4
382,0,1,4
383,0,2,4
384,0,2,4
385,0,2,4
386,0,2,4
387,0,2,4
388,0,3,4
389,0,3,4
390,0,1,4
391,0,1,4
392,0,1,4
393,0,1,4
394,0,1,4
395,0,1,4
396,0,3,3
397,0,3,3
398,0,3,3
399,0,2,2
400,1,3,1
401,0,1,4
402,0,1,4
403,0,1,4
404,0,1,4
405,0,1,4
406,1,2,1
407,1,1,4
408,1,1,4
409,0,2,4
410,0,2,4
411,0,2,4
412,0,2,4
413,0,2,4
414,1,3,1
415,0,1,2
416,0,1,7
417,0,1,7
418,0,1,7
419,0,1,7
420,0,1,7
421,1,0,7
422,1,0,7
423,1,0,3
424,1,0,3
425,1,0,3
426,0,1,4
427,0,1,4
428,0,3,2
429,0,1,4
430,0,1,4
431,0,1,4
432,0,1,4
433,0,3,2
434,0,3,2
435,0,1,4
436,0,0,4
437,0,0,4
438,0,0,4
439,0,0,4
440,0,0,4
441,0,0,4
442,0,2,4
443,0,2,4
444,0,1,4
445,1,1,2
446,1,1,2
447,0,2,2
448,0,2,2
449,0,1,4
450,0,1,4
451,0,1,4
452,0,1,4
453,0,1,4
454,0,1,4
455,0,1,4
456,0,1,4
457,0,1,4
458,0,1,4
459,0,1,4
460,0,1,4
461,0,1,4
462,0,1,4
463,0,1,4
464,0,1,4
465,0,1,4
466,0,1,4
467,0,1,9
468,0,1,9
469,0,1,9
470,0,3,2
471,0,3,2
472,0,3,2
473,0,3,2
474,0,0,7
475,0,2,9
476,0,2,9
477,0,2,9
478,0,2,9
479,1,0,7
480,0,2,4
481,0,2,4
482,0,2,4
483,0,2,4
484,0,2,4
485,0,2,4
486,0,0,4
487,0,1,3
488,0,1,3
489,0,1,3
490,1,0,4
491,1,0,4
492,1,0,4
493,0,0,3
494,0,0,3
495,0,3,2
496,0,3,2
497,0,3,2
498,0,0,7
499,0,0,7
500,0,0,4
501,0,1,7
502,0,1,7
503,0,1,4
504,0,1,4
505,0,1,4
506,0,1,4
507,0,1,4
508,0,1,4
509,0,0,4
510,0,0,4
511,1,2,2
512,1,2,2
513,1,2,2
514,0,0,4
515,0,0,4
516,0,0,4
517,0,0,4
518,0,0,4
519,0,0,4
520,0,0,4
521,1,0,4
522,1,0,4
523,1,0,4
524,1,0,7
525,1,0,7
526,1,3,2
527,0,2,9
528,0,2,9
529,0,3,4
530,0,3,4
531,0,3,4
532,0,2,2
533,0,2,2
534,0,0,7
535,0,0,7
536,0,0,7
537,0,0,7
538,0,0,7
539,0,0,7
540,0,0,7
541,0,0,4
542,0,0,4
543,0,0,4
544,0,3,4
545,0,2,4
546,0,2,4
547,1,0,4
548,0,1,4
549,0,1,4
550,0,1,4
551,0,1,4
552,0,1,4
553,0,1,4
554,0,1,4
555,0,2,7
556,0,2,7
557,0,2,7
558,1,1,2
559,0,0,6
560,0,0,6
561,0,0,6
562,0,0,6
563,0,1,7
564,0,1,7
565,0,0,4
566,0,0,4
567,0,0,4
568,0,0,4
569,0,0,4
570,0,0,4
571,0,0,7
572,0,0,7
573,0,0,7
574,0,0,4
575,0,0,4
576,0,0,4
577,0,0,4
578,0,0,4
579,0,0,4
580,1,0,3
581,1,0,4
582,1,0,4
583,1,0,4
584,0,0,7
585,0,0,7
586,0,0,7
587,0,0,4
588,0,0,4
589,0,0,4
590,0,0,4
591,0,0,4
592,0,2,4
593,0,0,3
594,0,0,3
595,0,0,3
596,0,1,9
597,0,3,2
598,0,3,2
599,0,1,4
600,0,1,4
601,0,1,4
602,0,2,7
603,0,2,7
604,1,0,4
605,1,0,4
606,1,0,4
607,1,0,4
608,1,0,4
609,0,2,3
610,1,0,7
611,1,0,7
612,1,2,8
613,1,0,7
614,1,0,7
615,1,0,4
616,1,0,4
617,0,3,4
618,0,3,4
619,0,3,4
620,0,3,4
621,0,3,4
622,0,3,4
623,0,0,7
624,0,0,7
625,0,0,7
626,1,3,3
627,1,3,3
628,1,0,4
629,0,0,4
630,0,3,2
631,0,3,2
632,1,2,7
633,1,2,7
634,0,2,4
635,0,2,4
636,0,1,4
637,0,1,4
638,0,1,4
639,0,1,4
640,0,0,7
641,1,0,4
642,1,0,4
643,0,0,4
644,0,0,4
645,0,0,4
646,0,0,4
647,0,0,4
648,0,0,4
649,0,0,4
650,0,0,4
651,0,1,1
652,0,1,1
653,0,2,4
654,0,2,4
655,0,2,4
656,0,2,3
657,0,2,3
658,0,1,4
659,0,1,4
660,0,2,4
661,0,2,4
662,0,0,3
663,0,0,3
664,0,3,3
665,0,1,7
666,0,1,7
667,1,2,3
668,0,0,4
669,0,0,4
670,1,0,7
671,0,0,7
672,0,0,7
673,0,0,7
674,0,0,7
675,0,0,7
676,0,0,7
677,0,0,7
678,0,1,2
679,0,1,2
680,0,1,2
681,0,3,2
682,0,3,2
683,0,3,1
684,0,1,9
685,0,1,9
686,0,1,9
687,0,1,4
688,0,2,4
689,0,2,4
690,0,0,4
691,0,2,3
692,0,2,3
693,0,2,3
694,1,0,4
695,1,0,4
696,1,0,7
697,0,2,4
698,0,2,7
699,0,2,7
700,0,1,7
701,0,1,7
702,0,1,7
703,0,1,7
704,0,1,7
705,0,1,7
706,0,1,7
707,0,2,7
708,0,2,7
709,1,1,4
710,1,0,4
711,1,0,4
712,1,0,4
713,1,0,4
714,1,0,4
715,0,2,1
716,0,2,1
717,0,2,1
718,0,2,1
719,1,0,4
720,1,0,4
721,0,3,7
722,0,3,7
723,0,3,2
724,0,3,2
725,0,3,2
726,0,0,4
727,0,1,7
728,0,0,4
729,0,0,4
730,0,0,4
731,0,0,4
732,0,0,4
733,0,0,4
734,0,2,4
735,0,2,4
736,0,2,4
737,0,1,4
738,0,1,4
739,0,1,4
740,0,3,4
741,0,3,4
742,0,3,4
743,0,3,4
744,0,0,4
745,0,0,4
746,0,1,7
747,0,1,7
748,0,1,7
749,0,2,4
750,0,2,4
751,0,2,4
752,0,2,4
753,0,1,4
754,0,1,4
755,0,1,4
756,0,1,4
757,0,3,4
758,0,3,4
759,0,3,4
760,0,3,4
761,1,3,2
762,1,3,2
763,0,0,3
764,0,0,7
765,0,1,7
766,0,1,7
767,0,1,7
768,0,2,2
769,0,2,2
770,0,2,2
771,0,2,2
772,0,2,2
773,1,0,3
774,0,2,7
775,0,2,7
776,0,2,6
777,0,1,4
778,0,1,4
779,1,0,4
780,0,0,4
781,0,1,2
782,1,1,7
783,1,1,7
784,1,1,7
785,1,1,7
786,1,1,7
787,1,1,7
788,1,1,7
789,0,0,4
790,0,0,4
791,0,0,7
792,0,2,4
793,0,2,4
794,0,2,4
795,0,1,2
796,0,1,2
797,0,1,2
798,0,0,4
799,0,0,4
800,0,1,2
801,0,1,3
802,0,1,3
803,0,2,2
804,0,1,5
805,0,1,5
806,0,1,5
807,0,1,5
808,0,1,5
809,0,3,2
810,0,1,3
811,0,1,3
812,0,1,3
813,0,1,3
814,0,1,3
815,0,2,4
816,0,1,7
817,0,1,7
818,0,0,7
819,0,0,7
820,0,2,7
821,0,2,7
822,0,2,4
823,0,2,4
824,1,1,3
825,1,1,3
826,1,1,7
827,0,1,4
828,0,1,4
829,0,1,4
830,0,1,4
831,0,1,4
832,0,0,4
833,1,2,9
834,1,2,9
835,1,0,3
836,0,1,3
837,0,3,6
838,0,1,4
839,0,1,4
840,1,0,4
841,1,0,4
842,1,0,4
843,0,0,7
844,1,1,4
845,0,2,1
846,0,2,1
847,0,2,1
848,0,2,3
849,0,2,3
850,1,1,4
851,0,1,5
852,1,0,7
853,0,2,3
854,0,0,3
855,0,1,6
856,0,1,6
857,0,1,6
858,0,1,6
859,0,1,6
860,1,2,4
861,0,1,2
862,0,3,4
863,1,1,7
864,1,1,7
865,1,1,7
866,1,1,2
867,1,1,4
868,1,0,4
869,1,3,2
870,0,2,3
871,0,3,2
872,0,3,2
873,0,0,3
874,0,1,3
875,0,1,3
876,0,1,3
877,1,1,4
878,1,1,4
879,1,0,3
880,0,1,6
881,0,2,4
882,0,0,3
883,0,1,4
884,0,1,4
885,0,1,4
886,0,1,4
887,0,2,3
888,0,2,2
889,0,2,1
890,0,2,1
891,1,0,7
892,0,2,3
893,1,2,4
894,1,2,4
895,1,1,4
896,0,2,3
897,0,2,4
898,0,2,4
899,0,1,4
900,1,0,7
901,0,2,4
902,0,1,6
903,0,1,6
904,0,1,6
905,0,1,3
906,0,2,4
907,0,2,4
908,1,1,7
909,1,1,7
910,0,3,7
911,0,2,4
912,0,2,4
913,0,0,3
914,0,0,3
915,1,0,3
916,0,2,2
917,0,0,7
918,0,0,7
919,0,0,7
920,0,1,4
921,0,1,4
922,1,1,4
923,0,2,4
924,0,3,4
925,0,3,4
926,0,3,4
927,1,2,2
928,1,2,2
929,0,1,4
930,0,2,4
931,0,3,2
932,0,1,4
933,0,1,4
934,0,3,2
935,0,3,2
936,0,3,2
937,0,3,2
938,0,0,4
939,0,0,4
940,1,1,4
941,0,0,7
942,0,0,7
943,0,3,2
944,0,0,3
945,0,0,3
946,0,1,4
947,0,1,4
948,1,0,4
949,0,2,4
950,1,0,4
951,0,3,4
952,0,3,4
953,1,0,7
954,0,3,9
955,0,1,4
956,0,1,4
957,0,1,4
958,0,3,3
959,0,3,3
960,0,0,7
961,0,0,3
962,0,1,4
963,1,2,4
964,0,3,4
965,0,1,4
966,1,1,4
967,0,0,3
968,0,0,3
969,1,0,4
970,1,0,4
971,1,0,4
972,1,1,3
973,1,1,3
974,0,1,4
975,1,0,3
976,1,0,3
977,0,1,3
978,0,1,7
979,0,1,7
980,0,0,3
981,0,0,3
982,1,2,2
983,0,1,4
984,0,1,4
985,0,1,4
986,0,2,4
987,1,0,7
988,1,0,0
989,0,1,4
990,0,1,4
991,0,1,4
992,0,1,4
993,1,0,7
994,0,2,4
995,0,2,4
996,0,2,4
997,0,2,4
998,0,1,7
999,0,1,7
1000,0,0,4
1001,0,0,4
1002,0,0,4
1003,0,2,4
1004,0,2,4
1005,0,3,4
1006,0,2,3
1007,1,0,4
1008,0,0,4
1009,1,0,1
1010,1,0,4
1011,1,0,4
1012,0,1,4
1013,0,1,4
1014,0,0,4
1015,0,0,4
1016,1,0,7
1017,1,0,7
1018,0,1,4
1019,0,1,4
1020,1,0,4
1021,1,0,4
1022,1,0,4
1023,1,0,4
1024,1,1,4
1025,0,0,4
1026,0,2,1
1027,0,2,1
1028,0,2,1
1029,0,2,1
1030,1,0,4
1031,0,1,3
1032,0,1,3
1033,0,0,4
1034,0,1,7
1035,0,0,4
1036,0,2,1
1037,0,1,0
1038,1,1,4
1039,1,1,4
1040,0,0,2
1041,1,3,2
1042,0,2,7
1043,0,2,7
1044,0,2,7
1045,1,0,3
1046,1,0,4
1047,1,0,4
1048,1,0,4
1049,1,0,4
1050,1,0,4
1051,1,0,4
1052,0,2,4
1053,0,1,7
1054,0,0,7
1055,0,1,7
1056,0,0,7
1057,1,1,3
1058,0,0,3
1059,0,1,4
1060,0,1,4
1061,0,0,7
1062,0,1,4
1063,0,0,4
1064,0,0,4
1065,0,0,4
1066,0,1,4
1067,0,0,1
1068,1,0,4
1069,1,0,4
1070,0,1,3
1071,0,0,2
1072,1,0,4
1073,1,0,3
1074,0,3,2
1075,0,2,3
1076,0,2,3
1077,0,1,4
1078,0,1,4
1079,0,1,4
1080,0,1,4
1081,0,1,4
1082,0,1,4
1083,0,1,4
1084,0,1,4
1085,0,1,4
1086,0,1,2
1087,1,0,4
1088,1,0,4
1089,0,3,4
1090,0,1,4
1091,0,1,1
1092,0,1,1
1093,1,0,4
1094,1,0,4
1095,0,0,7
1096,0,0,7
1097,0,1,4
1098,0,1,4
1099,1,0,7
1100,1,0,7
1101,1,0,4
1102,0,2,2
1103,0,2,2
1104,1,0,3
1105,1,0,3
1106,0,0,3
1107,0,0,3
1108,0,3,3
1109,0,2,4
1110,0,2,4
1111,0,2,4
1112,1,0,4
1113,1,0,4
1114,0,0,4
1115,0,0,4
1116,0,1,3
1117,0,1,3
1118,0,1,7
1119,0,1,2
1120,0,1,2
1121,0,0,3
1122,0,0,4
1123,0,0,4
1124,0,3,4
1125,1,2,2
1126,0,1,0
1127,0,1,0
1128,0,1,0
1129,0,3,2
1130,0,2,4
1131,0,2,4
1132,1,1,2
1133,1,1,2
1134,0,1,2
1135,0,3,7
1136,0,3,7
1137,0,3,7
1138,0,3,7
1139,0,2,7
1140,1,2,4
1141,1,2,4
1142,0,3,4
1143,0,3,4
1144,0,3,4
1145,0,3,4
1146,0,3,4
1147,0,2,6
1148,0,3,4
1149,0,1,4
1150,0,1,4
1151,0,1,4
1152,0,0,4
1153,1,1,3
1154,0,1,4
1155,0,1,4
1156,0,2,7
1157,0,2,7
1158,1,2,7
1159,1,0,7
1160,1,0,7
1161,1,0,7
1162,1,0,7
1163,1,0,7
1164,1,0,7
1165,1,0,7
1166,1,0,7
1167,1,1,7
1168,1,0,7
1169,0,3,4
1170,1,1,7
1171,1,1,7
1172,1,1,7
1173,0,1,3
1174,0,1,3
1175,0,0,4
1176,0,0,4
1177,0,0,4
1178,0,0,4
1179,1,0,7
1180,1,0,7
1181,0,1,4
1182,0,1,7
1183,0,1,7
1184,1,1,9
1185,1,0,6
1186,1,3,3
1187,1,3,3
1188,1,2,4
1189,1,2,4
1190,0,0,7
1191,0,0,7
1192,1,2,4
1193,0,1,4
1194,0,2,7
1195,0,0,4
1196,1,1,2
1197,1,1,2
1198,1,1,2
1199,0,0,4
1200,1,2,8
1201,0,1,4
1202,0,1,4
1203,0,1,4
1204,0,1,4
1205,0,1,4
1206,0,1,4
1207,0,1,4
1208,0,1,4
1209,0,2,7
1210,0,2,7
1211,0,2,7
1212,0,1,4
1213,0,1,4
1214,0,1,4
1215,0,1,4
1216,0,1,4
1217,0,1,4
1218,0,1,4
1219,0,1,4
1220,0,1,7
1221,0,0,3
1222,0,0,3
1223,0,0,3
1224,1,2,8
1225,1,2,8
1226,1,2,8
1227,1,2,8
1228,1,2,8
1229,1,0,3
1230,1,0,3
1231,0,2,3
1232,0,2,3
1233,0,2,3
1234,0,2,3
1235,0,2,4
1236,0,2,4
1237,0,2,4
1238,0,2,4
1239,1,3,3
1240,1,0,3
1241,1,0,3
1242,0,1,1
1243,0,3,7
1244,0,3,7
1245,0,3,7
1246,0,3,7
1247,0,3,7
1248,0,3,7
1249,0,3,7
1250,0,1,4
1251,0,1,4
1252,0,1,4
1253,0,1,4
1254,0,2,3
1255,0,2,3
1256,0,2,3
1257,0,2,3
1258,0,2,3
1259,0,1,2
1260,0,1,2
1261,0,2,1
1262,0,2,1
1263,0,2,1
1264,0,2,1
1265,0,3,2
1266,0,3,2
1267,0,3,2
1268,0,3,2
1269,0,3,2
1270,0,3,2
1271,1,1,3
1272,0,0,7
1273,0,0,7
1274,0,3,9
1275,0,2,3
1276,0,2,3
1277,0,0,4
1278,0,2,3
1279,0,1,0
1280,0,1,0
1281,0,1,7
1282,0,1,7
1283,0,1,7
1284,0,1,7
1285,0,1,7
1286,0,1,7
1287,0,0,3
1288,0,0,3
1289,0,0,3
1290,0,0,3
1291,0,0,3
1292,0,0,3
1293,0,0,3
1294,0,0,4
1295,0,0,4
1296,0,0,4
1297,0,0,7
1298,0,0,7
1299,0,1,7
1300,0,1,7
1301,0,1,7
1302,0,1,7
1303,0,0,3
1304,0,0,3
1305,0,0,3
1306,1,1,4
1307,0,1,4
1308,0,3,7
1309,0,3,7
1310,0,3,7
1311,0,3,7
1312,1,3,2
1313,1,3,2
1314,1,3,2
1315,1,3,2
1316,0,3,4
1317,0,3,4
1318,0,3,4
1319,0,0,9
1320,0,0,9
1321,0,1,4
1322,0,3,0
1323,1,2,2
1324,1,2,2
1325,0,0,0
1326,0,0,3
1327,0,0,3
1328,0,2,4
1329,0,2,4
1330,0,2,6
1331,0,2,6
1332,0,2,6
1333,0,2,2
1334,0,2,2
1335,0,2,4
1336,0,2,4
1337,0,2,4
1338,0,2,4
1339,0,2,4
1340,0,2,4
1341,0,2,4
1342,0,2,4
1343,0,2,4
1344,0,1,1
1345,0,1,1
1346,0,1,1
1347,1,0,7
1348,1,0,7
1349,1,3,9
1350,1,3,9
1351,0,1,2
1352,0,1,4
1353,1,3,9
1354,1,3,2
1355,1,3,2
1356,1,3,2
1357,0,2,7
1358,0,2,4
1359,0,0,2
1360,0,0,2
1361,0,1,2
1362,0,1,2
1363,0,1,7
1364,0,1,7
1365,0,2,3
1366,0,2,3
1367,0,2,3
1368,0,2,3
1369,0,1,2
1370,0,1,2
1371,0,1,2
1372,0,1,2
1373,0,2,3
1374,0,0,3
1375,0,0,3
1376,0,1,2
1377,0,2,6
1378,0,2,6
1379,0,0,7
1380,0,0,7
1381,1,0,3
1382,0,2,2
1383,0,2,2
1384,0,2,2
1385,1,3,6
1386,1,3,6
1387,1,3,6
1388,1,3,6
1389,1,3,6
1390,1,3,6
1391,1,3,6
1392,1,3,6
1393,1,3,6
1394,1,3,2
1395,1,3,2
1396,1,3,2
1397,0,0,4
1398,0,0,4
1399,0,0,4
1400,0,0,4
1401,0,1,7
1402,1,3,2
1403,1,3,2
1404,0,2,2
1405,0,2,2
1406,0,2,2
1407,1,3,8
1408,0,1,4
1409,0,1,4
1410,1,1,4
1411,0,0,3
1412,0,0,4
1413,0,0,4
1414,0,1,4
1415,0,1,4
1416,1,0,7
1417,1,0,7
1418,1,3,2
1419,1,3,2
1420,0,2,4
1421,0,2,4
1422,0,2,4
1423,0,2,4
1424,0,2,4
1425,0,1,4
1426,0,1,4
1427,0,1,4
1428,0,3,4
1429,0,3,4
1430,0,3,4
1431,0,3,4
1432,0,3,1
1433,0,3,1
1434,1,1,7
1435,1,1,7
1436,1,1,7
1437,1,1,7
1438,1,1,7
1439,1,1,7
1440,1,1,7
1441,1,1,7
1442,0,2,1
1443,0,2,1
1444,1,2,7
1445,1,2,7
1446,1,2,7
1447,1,1,0
1448,1,1,0
1449,0,2,4
1450,0,1,4
1451,0,1,4
1452,0,1,4
1453,0,1,4
1454,0,1,4
1455,0,1,4
1456,0,1,4
1457,0,1,2
1458,0,1,2
1459,0,1,2
1460,0,2,4
1461,0,2,4
1462,0,2,4
1463,0,2,4
1464,0,2,4
1465,0,2,4
1466,0,0,4
1467,0,0,4
1468,0,0,4
1469,0,0,4
1470,0,0,4
1471,0,0,4
1472,0,2,4
1473,0,2,4
1474,0,2,4
1475,0,2,4
1476,0,2,4
1477,0,2,4
1478,0,2,4
1479,0,2,4
1480,1,0,7
1481,1,0,7
1482,1,0,3
1483,1,0,3
1484,0,3,4
1485,0,3,4
1486,0,0,4
1487,0,0,4
1488,0,1,4
1489,0,1,4
1490,0,0,4
1491,0,0,4
1492,0,0,4
1493,0,0,4
1494,0,0,4
1495,0,0,4
1496,0,1,4
1497,0,1,4
1498,1,1,6
1499,0,1,4
1500,0,1,4
1501,0,0,4
1502,0,0,8
1503,0,0,8
1504,0,0,4
1505,0,0,4
1506,0,0,4
1507,0,0,4
1508,0,0,4
1509,0,0,4
1510,0,0,4
1511,0,0,4
1512,0,2,4
1513,0,0,4
1514,0,0,4
1515,0,0,4
1516,0,0,4
1517,0,0,4
1518,0,0,4
1519,0,0,4
1520,0,0,7
1521,0,0,7
1522,0,1,4
1523,0,1,4
1524,0,1,4
1525,0,2,4
1526,0,2,4
1527,0,2,4
1528,0,3,2
1529,1,2,4
1530,1,2,4
1531,0,3,4
1532,0,1,4
1533,0,1,4
1534,0,2,4
1535,0,2,4
1536,1,0,7
1537,1,0,7
1538,1,0,7
1539,1,0,7
1540,1,0,7
1541,1,0,7
1542,1,0,7
1543,0,0,4
1544,0,1,4
1545,0,1,4
1546,0,3,4
1547,1,0,4
1548,1,0,4
1549,1,2,2
1550,0,2,4
1551,0,2,4
1552,0,2,4
1553,0,2,4
1554,0,2,4
1555,0,2,4
1556,0,2,4
1557,0,2,4
1558,0,2,4
1559,0,2,4
1560,0,2,4
1561,0,1,2
1562,0,1,2
1563,0,1,2
1564,1,0,4
1565,0,2,4
1566,0,2,4
1567,0,2,4
1568,0,2,4
1569,0,2,4
1570,0,1,4
1571,0,1,4
1572,0,1,4
1573,0,1,4
1574,0,1,4
1575,0,3,2
1576,0,0,4
1577,0,0,4
1578,0,0,4
1579,0,0,4
1580,0,0,4
1581,0,0,4
1582,1,2,7
1583,1,2,7
1584,1,3,4
1585,1,3,4
1586,1,3,4
1587,1,3,4
1588,1,3,4
1589,1,3,4
1590,0,2,4
1591,0,2,4
1592,0,3,4
1593,0,3,4
1594,0,3,4
1595,0,3,4
1596,0,3,4
1597,0,3,4
1598,0,3,4
1599,0,1,4
1600,0,1,4
1601,0,2,4
1602,0,3,2
1603,0,3,2
1604,1,0,4
1605,0,2,4
1606,0,1,7
1607,0,1,7
1608,0,2,9
1609,0,2,9
1610,0,2,9
1611,0,1,9
1612,0,1,9
1613,0,2,7
1614,0,2,7
1615,0,1,3
1616,1,2,4
1617,1,2,4
1618,0,1,4
1619,0,0,4
1620,0,0,4
1621,0,2,4
1622,0,2,4
1623,0,2,4
1624,0,2,4
1625,0,2,4
1626,0,2,4
1627,0,3,2
1628,0,3,2
1629,0,3,2
1630,0,3,2
1631,1,0,7
1632,0,0,4
1633,0,0,4
1634,0,0,4
1635,1,1,9
1636,1,1,9
1637,1,1,9
1638,1,1,9
1639,1,1,9
1640,1,1,9
1641,1,0,4
1642,1,0,4
1643,0,2,2
1644,0,2,2
1645,0,2,2
1646,0,2,2
1647,0,2,2
1648,0,2,2
1649,0,0,4
1650,0,0,4
1651,0,0,7
1652,0,0,7
1653,0,0,7
1654,0,0,7
1655,0,0,7
1656,0,2,2
1657,0,2,2
1658,0,0,7
1659,0,0,7
1660,0,0,7
1661,0,0,7
1662,0,0,7
1663,0,0,4
